ResponseId,StartDate,Finished,Duration_secs,Role_code,Role_label,Role_original,Tools_text,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_usage,Q22_openness_self,Q23_positive_effect,Q24_team_openness,Q25_difficulty,BirthYear,Age_2022,YrsAtOrigin,YrsInEnergy,Education_code,Education_ordinal,Education_label,Gender_code,Gender_label,domain_Data_Analytics,domain_Comm_Collab,domain_Safety_Security,domain_Ethics_Responsibility,domain_Digital_Innovation,domain_Coding
R_31vKUUXt4kG6xRD,2022-11-17,0,2188,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,2.0,1.0,2.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,3.6667,,,,
R_28YyqhlHW36JQfW,2022-11-24,1,441,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1987,35,9.0,12.0,7,2,Trade/professional cert,1,Male,1.75,2.0,2.6667,3.0,2.0,1.0
R_cC0EcVf6i6aFQvn,2022-11-24,1,1047,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Other",2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,5.0,4.0,3.0,,,3.5,3.5,2,3,Bachelor's,2,Female,3.0,4.0,2.6667,2.6667,2.3333,1.0
R_3jcBWUFdpr9tOWt,2022-11-17,0,285,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3s0kJi8tEGCtbsZ,2022-11-17,0,83,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_r3lhYZVVDMiili1,2022-11-18,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3jcz9WfRAdjBO6E,2022-11-25,1,1966,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Other",5.0,4.0,3.0,3.0,6.0,4.0,5.0,2.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,4.0,1984,38,10.0,10.0,7,2,Trade/professional cert,2,Female,3.75,4.25,5.0,5.3333,4.3333,1.0
R_2D08gy3jNkS96Jf,2022-11-19,0,75,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3nNohWKFYUQMEZ1,2022-11-20,0,237,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.25,4.25,,,,
R_2wsJgH6tV26TRBw,2022-11-27,1,949,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,4.0,2.0,,,,0.333,9.0,5,,Other,2,Female,3.5,2.25,3.0,3.0,2.3333,1.0
R_2qF3o75GC5I8Bic,2022-11-27,1,394,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1970,52,17.0,25.0,2,3,Bachelor's,1,Male,3.25,3.0,2.6667,3.0,2.0,2.0
R_1eVplj2PleSfATD,2022-11-27,1,259,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",2.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1988,34,10.0,10.0,7,2,Trade/professional cert,2,Female,2.75,4.0,5.0,2.6667,3.3333,2.0
R_vI7nl7xG5jiKyuB,2022-11-27,1,331,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1977,45,12.0,19.0,2,3,Bachelor's,1,Male,3.5,4.25,4.6667,4.0,3.6667,2.0
R_3Hn19dn2VYVSHPh,2022-11-27,1,346,6,Graduate,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint",2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,1980,42,1.0,1.0,1,1,High school,2,Female,3.0,3.25,3.0,2.0,1.6667,1.0
R_2ZPjt138JvIKQvN,2022-11-27,1,1027,5,Digital/Data/Technology,Digital/Data/Technology,"Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,1989,33,12.0,12.0,2,3,Bachelor's,2,Female,4.5,4.25,4.3333,3.6667,4.0,5.0
R_3oXvUkKLrQtSUp2,2022-11-27,1,385,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",4.0,5.0,5.0,5.0,6.0,4.0,6.0,3.0,3.0,3.0,5.0,6.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,1988,34,13.0,17.0,2,3,Bachelor's,1,Male,4.75,4.75,3.6667,4.0,3.0,2.0
R_2aKckk2FxqVkxqc,2022-11-27,1,383,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1975,47,4.0,22.0,3,4,Master's,1,Male,1.5,2.25,4.0,4.0,1.3333,1.0
R_3PNT1fRkY7Nh0Wk,2022-11-27,1,325,6,Graduate,Engineer,"Microsoft Excel, Word, or PowerPoint",1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,1986,36,1.5,1.5,3,4,Master's,1,Male,2.75,2.75,3.0,3.0,3.3333,2.0
R_3rGw3LTYQOeaEyf,2022-11-28,1,2311,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,1976,46,0.1,8.0,3,4,Master's,1,Male,4.0,4.25,4.0,4.0,3.0,2.0
R_2ROCm3JRYMpC2c8,2022-11-28,1,866,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Other",5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1979,43,13.0,13.0,2,3,Bachelor's,2,Female,4.5,3.75,4.0,4.6667,4.3333,3.0
R_22rAOYnJ69T6LPu,2022-11-15,0,506249,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,
R_2zUO2Quh6pzyg0c,2022-11-28,1,406,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,1966,56,,,5,,Other,2,Female,4.5,4.5,4.0,4.0,5.0,3.0
R_51JBbJBsdU77fAl,2022-11-29,1,762,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,1992,30,3.5,12.0,7,2,Trade/professional cert,1,Male,2.75,3.25,3.6667,3.0,2.3333,1.0
R_AccTgO4qHIu3RUl,2022-11-29,1,644,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1965,57,9.0,9.0,5,,Other,1,Male,3.0,3.75,3.6667,2.6667,3.0,1.0
R_1eWbuvizstoP7jo,2022-11-22,0,110,7,Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Cg5mXkWsqdgMJy,2022-11-27,1,181580,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,1976,46,9.0,11.0,2,3,Bachelor's,1,Male,4.25,4.0,4.0,3.3333,3.0,3.0
R_3R9NyMV5sV9jPNV,2022-11-29,1,519,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1962,60,9.0,9.0,7,2,Trade/professional cert,1,Male,3.0,2.75,3.3333,1.6667,1.0,1.0
R_31d9fbRQMTMSf1w,2022-11-29,1,435,6,Graduate,Digital/Data/Technology,"MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1980,42,1.5,3.0,2,3,Bachelor's,1,Male,4.0,4.75,4.6667,5.0,4.0,4.0
R_Z1z1RNC7csiMJln,2022-11-30,1,540,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,3.0,5.0,6.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,1982,40,11.0,22.0,7,2,Trade/professional cert,1,Male,4.25,3.25,2.3333,2.3333,3.0,2.0
R_Z1Tvz5jtaqjRNyV,2022-11-30,1,481,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1974,48,9.0,25.0,1,1,High school,1,Male,1.5,2.5,3.3333,2.3333,1.0,1.0
R_xbiipOWqHPkv3QR,2022-11-30,1,542,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1976,46,10.0,20.0,3,4,Master's,1,Male,5.75,5.25,4.0,3.6667,5.0,5.0
R_2Qs7qg1DFxnEsfM,2022-11-30,1,289,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1968,54,12.0,12.0,7,2,Trade/professional cert,1,Male,2.5,2.5,2.6667,2.6667,1.6667,1.0
R_2fqjofGZhXSwhu4,2022-11-30,1,7877,6,Graduate,Field Operations,"Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,1998,24,2.0,2.0,2,3,Bachelor's,2,Female,3.5,3.75,1.6667,2.0,2.0,1.0
R_2xSg6IYjKScVSRQ,2022-11-30,1,770,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,,,5.0,34.0,7,2,Trade/professional cert,1,Male,3.5,3.75,4.0,3.0,3.6667,1.0
R_2ag9WvArx5CVezZ,2022-11-27,1,275217,6,Graduate,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1993,29,1.5,1.5,2,3,Bachelor's,2,Female,3.75,4.25,4.3333,3.3333,3.6667,2.0
R_2trRfN8MTOAStv4,2022-11-24,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_suiuEOhGwbH0CiZ,2022-12-01,1,777,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1962,60,11.0,11.0,2,3,Bachelor's,1,Male,5.5,5.5,4.3333,4.0,5.0,5.0
R_3nlvTMgBTxSKzEp,2022-12-01,1,936,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,1955,67,2.0,8.0,2,3,Bachelor's,2,Female,4.5,3.5,3.6667,3.6667,5.0,2.0
R_2TzOmcZIWbbObVq,2022-12-01,1,545,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,1991,31,10.0,10.0,2,3,Bachelor's,1,Male,2.5,3.0,3.0,3.3333,3.3333,2.0
R_2e2lVE47RANLW4V,2022-12-01,1,5298,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",2.0,1.0,1.0,4.0,6.0,3.0,6.0,3.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,,,10.0,15.0,2,3,Bachelor's,1,Male,2.0,4.5,5.0,4.3333,4.0,2.0
R_3F7IYM4CBROyc2B,2022-12-01,1,11067,6,Graduate,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,3.0,3.0,3.0,1990,32,3.0,3.0,3,4,Master's,1,Male,6.0,6.0,4.6667,5.0,5.6667,6.0
R_ST1Tcq5v8ptewhz,2022-12-01,1,940,6,Graduate,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,3.0,3.0,,,1.0,1.0,3,4,Master's,1,Male,6.0,6.0,6.0,5.0,6.0,6.0
R_1DS7KNcGKKNHsTi,2022-12-01,1,13147,5,Digital/Data/Technology,Digital/Data/Technology,Other,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,6.0,6.0,4.0,5.0,1.0,1.0,1.0,3.0,,,6.0,15.0,3,4,Master's,1,Male,5.0,4.75,5.0,4.0,5.3333,4.0
R_3NDrtsiCEvRpxcD,2022-12-02,1,1434,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",3.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,1980,42,15.0,23.0,7,2,Trade/professional cert,1,Male,3.5,3.75,3.3333,3.0,3.3333,1.0
R_265UfNAEwy9eqMX,2022-12-04,1,338,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Other",6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,1977,45,,,3,4,Master's,1,Male,5.75,5.75,4.6667,3.6667,4.3333,4.0
R_3DoI1MwtfUgVMbM,2022-12-04,1,915,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1969,53,3.0,5.0,2,3,Bachelor's,1,Male,5.25,5.0,3.0,2.6667,4.3333,5.0
R_2cAE6iNOiAjFG2U,2022-12-05,1,448,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,1987,35,11.0,14.0,7,2,Trade/professional cert,1,Male,3.5,4.0,4.0,3.6667,4.3333,3.0
R_3I63XMZk0nP7YhS,2022-12-05,1,1002,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,1985,37,10.0,10.0,2,3,Bachelor's,1,Male,5.5,5.5,5.0,4.0,5.0,6.0
R_2wacevtzybUlQRl,2022-12-05,1,196,5,Digital/Data/Technology,Digital/Data/Technology,Python or R,5.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,1995,27,5.0,5.0,2,3,Bachelor's,2,Female,5.0,5.5,4.0,3.3333,4.6667,6.0
R_3sG7jQmZlHP9aBr,2022-12-05,1,282,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,6.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,1984,38,14.0,14.0,2,3,Bachelor's,1,Male,3.5,5.0,4.6667,3.6667,4.3333,2.0
R_1i3ho1Vyee1lba0,2022-12-05,1,272,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,1992,30,0.2,4.0,2,3,Bachelor's,1,Male,5.25,5.25,6.0,4.3333,5.0,4.0
R_3homLzpuOagN5Sy,2022-12-05,1,330,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Other",3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,,,,30.0,5,,Other,1,Male,2.75,2.0,3.0,2.3333,1.6667,1.0
R_1DAM4wfEzBPrEYw,2022-12-05,1,274,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,3.0,2.0,1968,54,12.0,30.0,2,3,Bachelor's,1,Male,6.0,5.0,4.0,3.6667,5.6667,5.0
R_Q4YAwo525TlRaSZ,2022-12-05,1,637,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,,,,2,3,Bachelor's,2,Female,2.75,2.75,3.0,3.3333,3.0,3.0
R_3O7Cc0s5odVCNGA,2022-12-05,1,311,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,1984,38,5.0,10.0,2,3,Bachelor's,1,Male,4.75,4.75,5.3333,4.6667,5.0,4.0
R_2WTmyao9rsXZyqW,2022-12-05,1,451,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,1983,39,12.0,16.0,2,3,Bachelor's,2,Female,3.75,3.75,3.6667,2.3333,3.6667,1.0
R_3GCaYbYs3FZidxx,2022-12-05,1,614,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",4.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1988,34,6.0,17.0,7,2,Trade/professional cert,1,Male,3.75,2.75,2.3333,2.0,1.0,1.0
R_3spsdCXYx4FRd1W,2022-12-05,1,530,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",1.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1985,37,2.0,11.0,3,4,Master's,1,Male,2.75,4.0,4.3333,3.3333,2.0,2.0
